Período,Fecha de nacimiento,Sexo,NivelFormativo,Discapacidad,Inmigrante,Perceptor,DificilInsercion,Tipo acción,Colocacion,FechaColocacion,FechaFinContrato,TipoContrato,,
02/22,12/07/1967,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,11/07/1960,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,23/11/1981,Hombre,Estudios secundarios,N,N,S,N,Intento colocación,N,,,,,
02/22,06/07/1980,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,06/07/1980,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,18/01/1977,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,31/08/1973,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,08/06/1983,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,05/01/1977,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,26/12/1969,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,03/12/1956,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,14/08/1968,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,18/05/1966,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,18/01/1971,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,14/08/1973,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,24/11/1978,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,23/01/1964,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,18/04/1980,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,16/12/1969,Hombre,Estudios secundarios,S,S,N,S,Intento colocación,N,,,,,
02/22,04/03/1966,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,07/01/1970,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,02/03/1972,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,31/03/1978,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,19/12/1976,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,07/07/1982,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,13/01/1983,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,30/03/1979,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,07/12/1979,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,14/09/1979,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,07/12/1969,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,14/06/1976,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,31/03/1980,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,30/11/1975,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,11/07/1982,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,03/11/1973,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,25/08/1965,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
02/22,13/09/1961,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/06/1979,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,11/06/1972,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,12/02/1969,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,05/08/1978,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,26/12/1983,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,25/10/1976,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,25/10/1976,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,13/05/1975,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,15/02/1967,Mujer,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,12/05/1980,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,22/07/1983,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,19/02/1980,Hombre,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,30/06/1985,Hombre,Estudios secundarios,S,N,N,S,Alta,N,,,,,
02/22,08/03/1980,Mujer,Estudios secundarios,N,N,S,S,Alta,N,,,,,
02/22,10/07/1964,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,07/04/1976,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,26/06/1982,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,12/08/1977,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,12/08/1977,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,24/05/1969,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,02/08/1985,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,08/10/1975,Mujer,Estudios post-secundarios,S,N,S,S,Intento colocación,N,,,,,
02/22,25/05/1976,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,29/04/1976,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,04/09/1970,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,25/12/1976,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,15/01/1984,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,01/04/1975,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/04/1970,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,03/04/1970,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,02/07/1964,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,25/11/1980,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,01/06/1965,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,31/08/1981,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,23/06/1963,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,11/03/1965,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,19/10/1980,Mujer,Estudios post-secundarios,S,N,S,S,Intento colocación,N,,,,,
02/22,23/10/1985,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,25/12/1970,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,16/07/1971,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,26/11/1984,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,21/09/1969,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,18/03/1961,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,20/11/1979,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,31/05/1972,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,04/09/1976,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/01/1972,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,09/11/1979,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,21/08/1966,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,25/04/1965,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,03/09/1975,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,09/09/1980,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,27/05/1978,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
02/22,10/09/1975,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,15/08/1969,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,25/05/1979,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,28/02/1961,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,17/01/1974,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,27/04/1973,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,20/09/1979,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,27/03/1975,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,12/03/1981,Hombre,Estudios secundarios,S,N,S,S,Intento colocación,N,,,,,
02/22,06/11/1974,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,11/05/1966,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,07/08/1979,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,24/05/1974,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,20/11/1982,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,01/06/1981,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,25/08/1981,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,09/06/1970,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,12/09/1975,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,01/01/1978,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,26/09/1967,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,09/10/1978,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,29/07/1974,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
02/22,22/03/1968,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/11/1967,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,20/06/1971,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,28/08/1978,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,21/07/1965,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,19/04/1970,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,01/06/1971,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,26/03/1985,Hombre,Estudios post-secundarios,N,N,N,N,Alta,N,,,,,
02/22,03/03/1978,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,10/09/1969,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,10/09/1969,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,11/10/1983,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,17/11/1982,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,13/03/1981,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,28/12/1971,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,06/09/1974,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,01/10/1983,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,04/03/1976,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,17/04/1981,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,20/08/1985,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,06/02/1967,Hombre,Estudios primarios,S,N,N,S,Intento colocación,N,,,,,
02/22,05/04/1972,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/12/1984,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/08/1987,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,04/09/1970,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,24/02/1973,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,12/04/1979,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,02/05/1981,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,24/10/1985,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,20/09/1981,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,12/02/1978,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,27/12/1972,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,19/11/1968,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,24/08/1981,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,11/07/1982,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,07/11/1960,Hombre,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,04/02/1978,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,13/04/1966,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,08/07/1986,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,06/10/1987,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,03/05/1969,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
02/22,24/06/1969,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/11/1982,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,16/11/1986,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,30/06/1970,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,31/05/1966,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,25/02/1989,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
02/22,22/08/1965,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,20/02/1973,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
02/22,20/02/1973,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,20/05/1978,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,15/08/1978,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,13/06/1967,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,27/12/1975,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,06/01/1966,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,06/03/1962,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,16/08/1988,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,15/12/1984,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,01/08/1989,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,28/11/1971,Mujer,Estudios primarios,N,S,N,S,Intento colocación,N,,,,,
02/22,22/07/1969,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,31/03/1967,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/11/1984,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,30/06/1979,Hombre,Estudios post-secundarios,S,N,N,S,Alta,N,,,,,
02/22,30/06/1979,Hombre,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,05/05/1967,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,14/03/1968,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,09/11/1972,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,25/08/1965,Hombre,Estudios primarios,S,S,N,S,Intento colocación,N,,,,,
02/22,20/03/1983,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,21/01/1969,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,14/04/1986,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,12/05/1984,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/10/1970,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,05/06/1965,Hombre,Estudios primarios,N,N,N,S,Alta,N,,,,,
02/22,06/12/1988,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,23/08/1968,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,04/12/1959,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,01/05/1980,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,14/06/1980,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,27/09/1991,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,17/01/1985,Hombre,Estudios primarios,N,S,N,S,Intento colocación,N,,,,,
02/22,30/12/1972,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,01/05/1961,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,21/07/1990,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/09/1968,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,14/09/1973,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,06/06/1971,Hombre,Estudios primarios,N,N,S,S,Intento colocación,N,,,,,
02/22,17/07/1973,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,11/02/1969,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,01/10/1969,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/03/1970,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,24/11/1963,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
02/22,25/06/1975,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,17/04/1969,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,18/07/1991,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,09/05/1987,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
02/22,09/07/1976,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,01/05/1983,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,28/10/1990,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,19/08/1976,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,25/05/1965,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,24/04/1964,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,17/03/1981,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/01/1965,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,06/06/1978,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,05/05/1989,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,06/04/1972,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,28/07/1959,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
02/22,06/11/1964,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
02/22,06/11/1964,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,10/06/1958,Hombre,Estudios primarios,N,N,N,S,Alta,N,,,,,
02/22,29/10/1987,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,15/03/1982,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,13/12/1983,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,08/02/1980,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
02/22,06/06/1977,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
02/22,17/09/1976,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,12/07/1966,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,09/02/1987,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,08/11/1988,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,15/07/1973,Hombre,Estudios primarios,N,N,S,S,Intento colocación,N,,,,,
02/22,01/01/1972,Mujer,Estudios primarios,N,S,N,S,Intento colocación,N,,,,,
02/22,18/05/1958,Mujer,Estudios primarios,S,N,N,S,Intento colocación,N,,,,,
02/22,03/09/1978,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,27/03/1962,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,02/04/1973,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,29/05/1960,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,16/08/1972,Hombre,Estudios primarios,N,N,S,S,Intento colocación,N,,,,,
02/22,07/10/1989,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,31/08/1968,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,25/05/1970,Hombre,Estudios secundarios,N,S,N,S,Alta,N,,,,,
02/22,24/07/1969,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,25/12/1988,Hombre,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,13/01/1979,Mujer,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,24/02/1965,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,04/01/1974,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,04/01/1974,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,28/02/1967,Mujer,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,29/12/1976,Hombre,Estudios post-secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,01/05/1978,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,24/03/1975,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,23/08/1976,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,24/08/1968,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
02/22,27/06/1973,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,11/09/1976,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,01/01/1978,Hombre,Estudios post-secundarios,N,N,S,N,Intento colocación,N,,,,,
02/22,22/06/1990,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/02/1964,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,18/09/1980,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,15/08/1994,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
02/22,07/11/1990,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,21/08/1980,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,26/12/1966,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/08/1973,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,20/12/1990,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,27/07/1963,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,11/02/1969,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,04/09/1973,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,06/08/1978,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,13/03/1971,Hombre,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,14/10/1969,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,05/03/1990,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,14/06/1978,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,04/12/1990,Hombre,Estudios post-secundarios,N,N,N,N,Intento colocación,N,,,,,
02/22,06/08/1976,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,21/02/1984,Hombre,Estudios primarios,N,N,N,N,Intento colocación,N,,,,,
02/22,14/06/1959,Hombre,Estudios primarios,N,N,N,S,Intento colocación,N,,,,,
02/22,02/01/1987,Hombre,Estudios post-secundarios,N,N,N,N,Alta,N,,,,,
02/22,28/03/1989,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
02/22,04/07/1961,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,31/12/1993,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,10/05/1980,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,19/09/1965,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,27/02/1969,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,14/01/1965,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,06/01/1957,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
02/22,29/09/1974,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,03/05/1969,Hombre,Estudios primarios,S,N,S,S,Intento colocación,N,,,,,
02/22,30/01/1983,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
02/22,23/08/1973,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
